accident_year,weekNum,speed_limit
1999,50,39.84436494
1999,51,40
1999,52,41.51231946
1999,53,39.17108753
2000,1,39.60977702
2000,2,39.77801047
2000,3,40.24321038
2000,4,39.58185239
2000,5,39.39044876
2000,6,39.91994663
2000,7,39.26901201
2000,8,39.5636275
2000,9,39.0523633
2000,10,39.91677913
2000,11,38.62559242
2000,12,38.48448687
2000,13,38.8952381
2000,14,39.07593123
2000,15,39.46229508
2000,16,40.1110586
2000,17,39.73237262
2000,18,39.024961
2000,19,39.34134306
2000,20,38.95074503
2000,21,39.80089791
2000,22,39.12792159
2000,23,38.8543264
2000,24,39.44121591
2000,25,39.07136106
2000,26,38.99018904
2000,27,38.95255558
2000,28,39.51163757
2000,29,39.85756949
2000,30,39.81454006
2000,31,38.82673619
2000,32,39.66740088
2000,33,40.1934193
2000,34,40.03839205
2000,35,39.3618078
2000,36,39.1946461
2000,37,38.33894231
2000,38,39.38639125
2000,39,39.22939778
2000,40,38.68581769
2000,41,39.20552286
2000,42,38.97110064
2000,43,39.73588924
2000,44,39.0296496
2000,45,39.0113905
2000,46,39.78656854
2000,47,39.47368421
2000,48,39.61263796
2000,49,39.43332584
2000,50,39.65767833
2000,51,39.53336241
2000,52,40.33889041
2001,1,39.8488949
2001,2,39.68414126
2001,3,39.78309481
2001,4,40.07318561
2001,5,39.61624275
2001,6,38.85191348
2001,7,39.54744206
2001,8,39.96040584
2001,9,39.09134158
2001,10,38.96640224
2001,11,38.88809862
2001,12,39.33401903
2001,13,38.57004831
2001,14,39.28836175
2001,15,39.26640927
2001,16,39.27495817
2001,17,38.99342553
2001,18,38.53125726
2001,19,39.34928631
2001,20,38.2798574
2001,21,39.13387607
2001,22,38.79415921
2001,23,39.52618454
2001,24,39.78398983
2001,25,39.35070873
2001,26,38.5447417
2001,27,39.72777168
2001,28,39.37407172
2001,29,39.74982943
2001,30,39.81620314
2001,31,39.21860465
2001,32,39.58368915
2001,33,40.0118624
2001,34,39.74054855
2001,35,39.75335829
2001,36,39.5570984
2001,37,39.43363597
2001,38,39.11294232
2001,39,39.69654056
2001,40,38.92152256
2001,41,39.28128588
2001,42,39.73617021
2001,43,39.73316118
2001,44,38.81138252
2001,45,39.03339605
2001,46,39.69715698
2001,47,39.75102881
2001,48,39.56751825
2001,49,38.75998121
2001,50,39.60943542
2001,51,39.87593985
2001,52,41.13289037
2002,1,39.35566411
2002,2,39.90956364
2002,3,39.58380714
2002,4,39.21828172
2002,5,39.64656451
2002,6,38.724631
2002,7,39.45257092
2002,8,39.26885701
2002,9,39.81226533
2002,10,39.75637523
2002,11,39.55414013
2002,12,39.13087164
2002,13,39.58999484
2002,14,39.2803838
2002,15,40.09666283
2002,16,38.42485549
2002,17,38.55799373
2002,18,39.31416985
2002,19,39.9052831
2002,20,38.98766581
2002,21,39.16759404
2002,22,39.09843824
2002,23,39.76226994
2002,24,39.7532014
2002,25,39.2654935
2002,26,39.11015941
2002,27,39.61860236
2002,28,39.61377385
2002,29,39.58976834
2002,30,39.91736588
2002,31,39.96981658
2002,32,39.85865724
2002,33,39.66289243
2002,34,39.6343361
2002,35,39.56369983
2002,36,39.69064748
2002,37,39.1149033
2002,38,39.03225806
2002,39,38.70606671
2002,40,39.07600407
2002,41,39.59149142
2002,42,39.97474216
2002,43,40.31336224
2002,44,39.57519116
2002,45,39.02381514
2002,46,40.04259635
2002,47,39.40947304
2002,48,39.48297737
2002,49,39.40755369
2002,50,40.09094584
2002,51,40.14360567
2002,52,39.90088859
2003,1,39.70352369
2003,2,39.9154334
2003,3,39.57305503
2003,4,39.70765885
2003,5,39.60225815
2003,6,39.42354076
2003,7,39.99350987
2003,8,39.97063861
2003,9,39.83988355
2003,10,39.06022845
2003,11,39.34668574
